datetime,TEC,latitude,longitude
2026-05-22 00:05:00,30.6791,-13.75,177.5
2026-05-22 00:15:00,31.201628,-13.75,177.5
2026-05-22 00:25:00,31.714434,-13.75,177.5
2026-05-22 00:35:00,32.24953,-13.75,177.5
2026-05-22 00:45:00,32.760696,-13.75,177.5
2026-05-22 00:55:00,33.11302,-13.75,177.5
2026-05-22 01:05:00,33.681335,-13.75,177.5
2026-05-22 01:15:00,34.594677,-13.75,177.5
2026-05-22 01:25:00,35.81991,-13.75,177.5
2026-05-22 01:35:00,36.750134,-13.75,177.5
2026-05-22 01:45:00,37.654102,-13.75,177.5
2026-05-22 01:55:00,38.262447,-13.75,177.5
2026-05-22 02:05:00,39.043575,-13.75,177.5
2026-05-22 02:15:00,38.905136,-13.75,177.5
2026-05-22 02:25:00,38.82414,-13.75,177.5
2026-05-22 02:35:00,38.898727,-13.75,177.5
2026-05-22 02:45:00,39.27876,-13.75,177.5
2026-05-22 02:55:00,39.04413,-13.75,177.5
2026-05-22 03:05:00,38.740192,-13.75,177.5
2026-05-22 03:15:00,38.681705,-13.75,177.5
2026-05-22 03:25:00,38.66911,-13.75,177.5
2026-05-22 03:35:00,38.852745,-13.75,177.5
2026-05-22 03:45:00,38.85615,-13.75,177.5
2026-05-22 03:55:00,39.076595,-13.75,177.5
2026-05-22 04:05:00,39.59608,-13.75,177.5
2026-05-22 04:15:00,39.775963,-13.75,177.5
2026-05-22 04:25:00,39.493435,-13.75,177.5
2026-05-22 04:35:00,39.365444,-13.75,177.5
2026-05-22 04:45:00,38.768665,-13.75,177.5
2026-05-22 04:55:00,38.408047,-13.75,177.5
2026-05-22 05:05:00,37.641308,-13.75,177.5
2026-05-22 05:15:00,37.327908,-13.75,177.5
2026-05-22 05:25:00,36.329082,-13.75,177.5
2026-05-22 05:35:00,35.10725,-13.75,177.5
2026-05-22 05:45:00,34.922215,-13.75,177.5
2026-05-22 05:55:00,34.637035,-13.75,177.5
2026-05-22 06:05:00,34.26669,-13.75,177.5
2026-05-22 06:15:00,33.354385,-13.75,177.5
2026-05-22 06:25:00,33.031353,-13.75,177.5
2026-05-22 06:35:00,32.251347,-13.75,177.5
2026-05-22 06:45:00,31.516085,-13.75,177.5
2026-05-22 06:55:00,31.264198,-13.75,177.5
2026-05-22 07:05:00,30.815931,-13.75,177.5
2026-05-22 07:15:00,30.199236,-13.75,177.5
2026-05-22 07:25:00,29.47132,-13.75,177.5
2026-05-22 07:35:00,29.122234,-13.75,177.5
2026-05-22 07:45:00,28.427126,-13.75,177.5
2026-05-22 07:55:00,27.737795,-13.75,177.5
2026-05-22 08:05:00,26.621904,-13.75,177.5
2026-05-22 08:15:00,25.930706,-13.75,177.5
2026-05-22 08:25:00,25.053988,-13.75,177.5
2026-05-22 08:35:00,24.44272,-13.75,177.5
2026-05-22 08:45:00,23.769127,-13.75,177.5
2026-05-22 08:55:00,23.184193,-13.75,177.5
2026-05-22 09:05:00,22.877588,-13.75,177.5
2026-05-22 09:15:00,22.46154,-13.75,177.5
2026-05-22 09:25:00,22.266161,-13.75,177.5
2026-05-22 09:35:00,21.888012,-13.75,177.5
2026-05-22 09:45:00,21.35136,-13.75,177.5
2026-05-22 09:55:00,21.737083,-13.75,177.5
2026-05-22 10:05:00,21.95217,-13.75,177.5
2026-05-22 10:15:00,21.703613,-13.75,177.5
2026-05-22 10:25:00,20.997812,-13.75,177.5
2026-05-22 10:35:00,20.656746,-13.75,177.5
2026-05-22 10:45:00,19.891401,-13.75,177.5
2026-05-22 10:55:00,17.812384,-13.75,177.5
2026-05-22 11:05:00,16.674084,-13.75,177.5
2026-05-22 11:15:00,16.15136,-13.75,177.5
2026-05-22 11:25:00,15.738895,-13.75,177.5
2026-05-22 11:35:00,14.9832535,-13.75,177.5
2026-05-22 11:45:00,14.549375,-13.75,177.5
2026-05-22 11:55:00,14.743613,-13.75,177.5
2026-05-22 12:05:00,14.661498,-13.75,177.5
2026-05-22 12:15:00,13.936643,-13.75,177.5
2026-05-22 12:25:00,13.17073,-13.75,177.5
2026-05-22 12:35:00,12.583054,-13.75,177.5
2026-05-22 12:45:00,11.653685,-13.75,177.5
2026-05-22 12:55:00,11.1972885,-13.75,177.5
2026-05-22 13:05:00,11.629467,-13.75,177.5
2026-05-22 13:15:00,11.930576,-13.75,177.5
2026-05-22 13:25:00,11.914868,-13.75,177.5
2026-05-22 13:35:00,11.706496,-13.75,177.5
2026-05-22 13:45:00,12.070794,-13.75,177.5
2026-05-22 13:55:00,12.785507,-13.75,177.5
2026-05-22 14:05:00,13.968144,-13.75,177.5
2026-05-22 14:15:00,13.02561,-13.75,177.5
2026-05-22 14:25:00,12.122425,-13.75,177.5
2026-05-22 14:35:00,11.616003,-13.75,177.5
2026-05-22 14:45:00,10.978901,-13.75,177.5
2026-05-22 14:55:00,10.416481,-13.75,177.5
2026-05-22 15:05:00,10.026214,-13.75,177.5
